District,Area,YEAR,Max_Temp,Min_Temp,Rainfall, Humidity,Wind,Cloud,Sunshine,ALT
2,17340,1971,28.95,13.4,15,68.5,0.75,1.025,9.45,20
4,20425,1971,28.875,14.625,14.75,75.25,0.625,1.1,7.4,10
5,40650,1971,30.025,14,27.25,70,0.6,1.375,8.05,9
6,6640,1971,29.45,12.525,1.25,72.25,0.4,0.875,6.724,37
7,2065,1971,28.75,13.475,34.25,74.25,0.475,0.975,7.47672413793103,9
8,2085,1971,29.525,16.85,5.75,72.75,0.8,1.275,7.7,7
9,5320,1971,31.9,15.8,3.5,74.25,0.35,0.975,7.62583333333333,4
10,11400,1971,28.35,13.3,19.75,73.75,0.375,1.2,6.88857142857143,19
11,3660,1971,28.825,14.625,59.75,75.75,0.475,1.125,7.43448275862069,6
12,4345,1971,28.325,12.6,4.25,68.75,1.1,1.4,7.24913793103448,14
14,19200,1971,30.425,13.5,27.5,73.5,0.9,1.225,7.53214285714286,20
16,19000,1971,29,12.45,23.75,83.75,0.625,1.2,7.17357142857143,34
17,10000,1971,28.775,13.95,33.25,70.5,1.25,2.075,8.725,35
2,19350,1972,30.7,14.15,18.75,70.5,0.55,0.9,9.475,20
4,19745,1972,32.375,14.9,10.25,69.25,0.5,1.175,7.4,10
5,40300,1972,31.7,15.125,5.25,66.25,0.75,1.475,8.85,9
6,12745,1972,30.425,12.4,1.25,72.25,0.35,0.65,6.724,37
7,1480,1972,30.1,13.975,2.25,72.25,0.6,1.35,7.47672413793103,9
8,1920,1972,32.775,13.575,2.75,64,1.2,1.25,8.475,7
9,4805,1972,29.375,15.625,8.75,74.25,0.65,1.25,7.62583333333333,4
10,12025,1972,30.325,14.6,10,73.75,0.225,1.175,6.88857142857143,19
11,3510,1972,33.075,15.7,4.5,78.75,0.425,0.975,7.43448275862069,6
12,4325,1972,31.675,12.85,16.75,68.75,1.55,1.425,7.24913793103448,14
14,18900,1972,32.75,13.7,7,67.75,0.55,1.25,7.53214285714286,20
16,20500,1972,31.5,13.525,4,87.25,0.45,1.25,7.17357142857143,34
17,10365,1972,29.275,14.5,5.75,71.75,1.1,1.625,9.475,35
2,21525,1973,29.45,14.075,13.5,73.75,0.775,0.925,9.525,20
4,20725,1973,29.6,14.625,40,70.25,0.55,1.125,7.4,10
5,40180,1973,28.475,15.1,39.75,73,0.675,1.85,9.35,9
6,14300,1973,28,12.75,2.25,72.25,0.5,0.875,6.724,37
7,1500,1973,29.45,13.075,26.25,74,0.675,1.125,7.47672413793103,9
8,2105,1973,30.15,13.15,35.5,71.75,0.9,1.275,8.15,7
9,3485,1973,30.35,15.55,15,70,0.475,1,7.62583333333333,4
10,12270,1973,29.05,14.3,3.75,73.75,0.375,1.05,6.88857142857143,19
11,3345,1973,29.475,15.625,69.5,79.25,0.375,0.925,7.43448275862069,6
12,4335,1973,30.125,12.7,21.25,70.25,2,1.225,7.24913793103448,14
13,120,1973,29.275,16.8,22.0192307692308,78.0256410256411,1.025,2.325,7.00431034482759,3
14,20150,1973,30.175,14.225,6,69.5,0.6,1.075,7.53214285714286,20
16,20540,1973,27.525,13.15,4,82.25,0.775,1.375,7.17357142857143,34
17,9070,1973,29.125,14.2,5.25,71,0.875,1.2,9.45,35
2,21960,1974,31.275,14.1,3.25,69.25,0.825,1.1,9.45,20
4,36890,1974,29.8,15.75,27,66,1.15,1.2,7.4,10
5,36860,1974,29.35,15.025,13,69.75,0.5,1.65,9.375,9
6,15100,1974,28,12.75,2.25,72.25,0.5,0.875,6.724,37
7,2240,1974,29.2,12.95,4.75,76.25,0.875,1.2,7.47672413793103,9
8,2500,1974,31.2,13.425,4,68,1.025,1.375,8.275,7
9,3555,1974,29.475,15.9,4,70.25,0.725,1.2,7.62583333333333,4
10,14890,1974,29.025,14.3,3,73.75,0.35,1.35,6.88857142857143,19
11,3710,1974,29.25,17.05,18.5,74.25,0.5,1.225,7.43448275862069,6
12,4385,1974,30.5,12.4,3,67.5,1.375,1.4,7.24913793103448,14
13,145,1974,30.25,15.65,11.3910256410257,73.3397435897436,0.9,1.475,7.00431034482759,3
14,22400,1974,30.125,14.35,3.5,66.5,0.25,1.025,7.53214285714286,20
16,25650,1974,27.525,13.15,4.25,84.5,0.575,1.5,7.17357142857143,34
17,14675,1974,29.525,14.675,9.75,73.25,1.5,1.625,9.3,35
2,28105,1975,30.1,13.65,3,69.75,0.825,0.825,9.7,20
4,25070,1975,29.975,15.025,34.5,64.25,0.95,1.425,7.4,10
5,43000,1975,29.75,14.65,8,70,0.4,1.475,9.25,9
6,16340,1975,28,12.775,2.25,72.25,0.475,0.875,6.724,37
7,2500,1975,30.575,14.5,9,73.25,0.975,1.15,7.47672413793103,9
8,2300,1975,32.6,13.25,8.75,70.25,1.175,1.15,7.95,7
9,6105,1975,30.75,16.1,22.5,70,0.95,1.075,7.62583333333333,4
10,14430,1975,30.175,14.325,3.25,73.75,0.075,1.3,6.88857142857143,19
11,1475,1975,28.55,15.6,30.5,74.75,0.425,1,7.43448275862069,6
12,4650,1975,30.3,12.525,19.25,68,1.175,1.075,7.24913793103448,14
13,150,1975,30.15,15.675,31.25,74.25,0.55,1.4,7.00431034482759,3
14,23650,1975,29.725,14,2.75,66.5,0.325,0.725,7.53214285714286,20
16,25890,1975,27.525,13.15,0,91.25,0.425,1.125,7.17357142857143,34
17,14185,1975,28.925,14.825,26.75,72,0.775,1.575,9.55,35
2,20520,1976,31.475,14.15,1.75,72,0.675,1.1,9.35,20
4,22250,1976,30,14.475,22,64,1.725,1.55,7.4,10
5,37135,1976,30.2,14.7,18.5,69.25,0.475,1.55,8.125,9
6,15945,1976,28,12.75,2.25,72.25,0.5,0.875,6.724,37
7,1365,1976,30.55,14.775,5.5,73.5,0.45,1.175,7.47672413793103,9
8,2210,1976,31.925,13.225,7.5,67.25,0.875,1.375,7.8,7
9,4440,1976,31.8,16.45,4.25,69.5,0.65,1.375,7.62583333333333,4
10,10505,1976,28.95,14.2,33.75,71.25,0.975,1.3,6.88857142857143,19
11,1095,1976,28.4,15.825,33,76.5,0.375,1.1,7.43448275862069,6
12,4150,1976,30.775,12.475,0.75,66.25,0.55,1.3,7.24913793103448,14
13,90,1976,29.775,15.525,16,76.25,1,1.875,7.00431034482759,3
14,17775,1976,31.65,14.15,6,67.5,0.275,0.975,7.53214285714286,20
16,18485,1976,27.525,13.15,0.25,84.75,0.45,1.4,7.17357142857143,34
17,11270,1976,29,14.575,26,73.5,0.75,1.6,8.3,35
2,22285,1977,33.125,14.2,18.75,72.25,0.7,1.15,8.95,20
4,25800,1977,28.95,15.075,13,75.5,0.8,1.25,7.4,10
5,42100,1977,32.125,14.525,13.5,70,0.425,1.725,8.275,9
6,19830,1977,28,12.75,2.25,72.25,0.5,0.875,6.724,37
7,1350,1977,29.875,15.175,6.25,71.5,0.35,1.275,7.47672413793103,9
8,2785,1977,30.325,13.975,20.75,72.75,0.825,1.675,8.375,7
9,4655,1977,30.575,16.1,10.75,70.75,0.475,1.325,7.62583333333333,4
10,12970,1977,29.15,13.7,13.75,70.5,1.4,1.8,6.88857142857143,19
11,1285,1977,28.4,15.825,14.25,76.5,0.375,1.1,7.43448275862069,6
12,5500,1977,31.775,13.25,17,68.5,0.725,1.5,7.24913793103448,14
13,90,1977,31.475,15.8,11.75,73,0.775,2.275,7.00431034482759,3
14,21130,1977,30.575,14.9,22.5,70,0.65,1.525,7.53214285714286,20
16,23400,1977,28.925,13.425,4.25,84.5,0.425,1.425,7.17357142857143,34
17,10170,1977,29.875,14.175,14.5,72.5,1.075,1.55,8.375,35
2,25310,1978,30.075,14.35,8,71.25,0.775,1.3,8.65,20
4,28215,1978,29.825,14.65,12.5,73.25,0.7,0.975,7.4,10
5,44215,1978,30.525,14.5,4,67.5,0.5,1.425,8.375,9
6,22700,1978,28,12.75,2.25,72.25,0.5,0.875,6.724,37
7,1340,1978,30.15,15.375,9,72,0.25,0.95,7.47672413793103,9
8,2845,1978,29.9,13.975,25,72,0.875,1.625,8,7
9,5260,1978,30.925,16.85,9.5,68.25,0.4,0.875,7.62583333333333,4
10,8840,1978,30.725,13.975,0.5,71,0.6,1.15,7.04,19
11,1385,1978,29.925,15.5,13,72.25,0.4,1.225,7.43448275862069,6
12,6400,1978,29.6,13.1,12.25,68.25,1.025,1.45,7.24913793103448,14
13,105,1978,31,16.375,26.5,74.25,0.775,1,7.00431034482759,3
14,21380,1978,29.4,14.3,21.5,71.25,1.2,1,7.635,20
16,26300,1978,26.925,13.325,5.75,69,0.5,1.05,7.34928571428572,34
17,9220,1978,29.95,14.375,4.75,69.75,0.875,1.7,9.1,35
1,2535,1979,30.8,15.475,33.25,77.75,0.35,1.2,8.775,4
2,24600,1979,30.825,14.925,13.25,72,0.675,1.225,8.275,20
4,24635,1979,30,15.7,19.75,76.25,0.725,0.925,7.4,10
5,48000,1979,30.025,15.575,35.25,71.75,0.4,1.325,7.9,9
6,22860,1979,27.775,13.375,2.25,72.25,0.475,0.875,6.724,37
7,1385,1979,29.9,16.3,43.75,74.25,0.2,1.05,7.47672413793103,9
8,3305,1979,30.675,15.325,30,69.75,1.15,1.575,7.675,7
9,5675,1979,31.35,17.725,33,73.75,0.35,1.05,7.62583333333333,4
10,8880,1979,30.2,15.2,10.5,71.75,0.825,1.625,8.375,19
11,1845,1979,30.525,16.9,36.75,68.5,0.6,1.425,7.43448275862069,6
12,6845,1979,31,13.725,15.5,69.75,0.65,1.425,7.24913793103448,14
13,120,1979,29.325,17.275,31.25,76.25,0.7,1.125,7.00431034482759,3
14,22320,1979,30.2,14.7,24.25,73.25,0.975,1.225,7.925,20
15,1035,1979,29.8,18.45,50.75,76.75,1.025,2.525,7.64722222222223,63
16,25335,1979,27.875,14.025,15,74.25,0.4,0.95,7.475,34
17,9545,1979,28.875,15.1,18,72.75,1.05,1.75,8.075,35
1,2700,1980,30.4,15.05,16.75,77,0.45,1.375,8.325,4
2,26990,1980,30.825,14.9,13,73,0.675,1.15,8.65,20
4,31925,1980,30.2,14.625,7.75,73.5,0.65,1.1,7.50075757575758,10
5,48640,1980,30.325,15.35,13,69,0.275,1.45,7.875,9
6,22255,1980,27.95,13.15,19.5,72.25,1.525,1.5,6.724,37
7,1405,1980,30.5,15.375,22.5,74.25,0.4,0.975,7.47672413793103,9
8,3285,1980,31.475,14.425,29,69,0.975,1.625,7.5,7
9,8590,1980,30.75,15.25,16.5,76.75,0.975,1.35,7.62583333333333,4
10,8895,1980,30.35,14.425,15,62,0.75,1.75,7.775,19
11,1975,1980,31.45,16.45,28.75,70.25,0.025,1.25,7.43448275862069,6
12,7150,1980,29.65,14.075,27.75,72,0.65,1.35,7.24913793103448,14
13,145,1980,29.925,16.925,23.75,73.5,1.375,1.675,7.00431034482759,3
14,21800,1980,29.525,13.45,30,71.5,0.95,1.05,7.95,20
15,830,1980,29.175,17.45,2.25,77.25,0.7,2.275,7.64722222222223,63
16,24245,1980,29.025,14.025,7.5,75.25,0.475,1.35,9,34
17,11385,1980,30.175,15.075,15,71.25,1.05,1.4,8.625,35
1,2760,1981,30.475,14.8,22.5,75.5,0.35,1.475,8.2,4
2,26935,1981,30.75,13.875,21.5,71.25,0.65,1.125,8.55,20
4,35365,1981,30.3,14.25,9.75,72,0.475,0.975,8.15,10
5,48790,1981,30.625,14.75,14.75,67.25,0.4,1.4,7.575,9
6,22820,1981,29,12.9,12.75,67.5,0.6,1.4,6.724,37
7,1640,1981,30.225,14.875,29,71.5,0.275,0.725,7.47672413793103,9
8,4710,1981,31.425,14.075,38,71.5,0.9,1.775,7.15,7
9,8650,1981,30.775,15.1,20,74.5,0.975,1.425,7.62583333333333,4
10,8920,1981,30,14.45,20.25,59.5,0.85,1.575,7.15,19
11,2080,1981,30.55,15.025,19.5,67.75,0.1,1.175,7.43448275862069,6
12,7440,1981,30.4,12.825,14,69,0.425,0.925,7.24913793103448,14
13,150,1981,30.35,16.9,6.5,67,1.55,1.85,7.00431034482759,3
14,28270,1981,28.7,13.35,26,70.5,1,1.1,8.075,20
15,1105,1981,30.15,18.15,23.75,77.75,1.45,2.925,7.64722222222223,63
16,24290,1981,28.825,13.1,13.5,74.75,0.65,1.075,9.225,34
17,11410,1981,30.575,15.025,13.25,68.75,1.075,1.8,8.125,35
1,2880,1982,30.125,13.85,23,76,0.375,1.4,7.875,4
2,27650,1982,29.55,13.3,5.5,71,0.725,1.05,7.425,20
4,40425,1982,29.5,14.2,17.75,74,0.5,1.025,7.55,10
5,48815,1982,29.775,14.6,31.5,71,0.375,1.525,7.625,9
6,21310,1982,28.375,11.6,10,67.75,0.3,1.2,6.724,37
7,1815,1982,29.525,14.6,42.5,72,0.25,0.725,7.47672413793103,9
8,4945,1982,31.275,13.525,40,71.25,0.85,1.525,6.8,7
9,8305,1982,30.175,14.575,35.25,75.75,1.175,1.15,7.62583333333333,4
10,8970,1982,29.725,14.45,5,60.25,0.9,1.375,7.15,19
11,2285,1982,29.25,13.8,29.75,67.75,0.25,1.125,7.43448275862069,6
12,8395,1982,31.275,12.25,32,68.5,0.6,1,7.24913793103448,14
13,645,1982,29.925,16.5,52,66,1.425,1.75,7.00431034482759,3
14,23765,1982,30,12.5,16,71,1.275,1,7.425,20
15,1000,1982,29.7,17.8,10.25,75.75,0.725,2.675,7.64722222222223,63
16,28495,1982,27.825,12.4,2,73.5,0.35,0.75,7.45,34
17,11830,1982,29.35,13.55,12.25,70.5,0.975,1.6,7.95,35
1,3095,1983,30.6,14.225,20.75,81.75,0.35,1.725,8.2,4
2,27460,1983,29.475,13.975,14.5,72.75,0.8,1.35,7.75,20
4,41535,1983,30.125,14.5,12.5,76,1.35,1.525,7.55,10
5,48305,1983,30.45,15.4,8,68,0.4,1.7,7.875,9
6,22185,1983,28.075,11.925,20.25,68,0.65,1.45,6.724,37
7,1860,1983,29.45,14.5,6.25,73,0.35,0.95,7.47672413793103,9
8,4200,1983,30.85,13.725,16.5,71,1.025,1.775,7.35,7
9,7405,1983,30.05,13.975,11.25,80,1.575,2.05,7.8275,4
10,8975,1983,29.25,13.85,6,68,0.775,1.65,7.225,19
11,2465,1983,30.8,15.4,3,77,0.625,1.25,7.43448275862069,6
12,9155,1983,29.475,13.15,10,70,0.8,1.45,7.24913793103448,14
13,480,1983,30.8,16.275,34,66.75,1.85,1.75,7.00431034482759,3
14,28155,1983,28.85,13.05,14,73.75,1.5,1.6,8.025,20
15,265,1983,30,16,48.5,73.5,0.65,3.225,7.64722222222223,63
16,21100,1983,27.875,12.65,15,80.75,0.625,1.175,7.75,34
17,10610,1983,30.1,14.2,8,71,0.925,1.5,8.225,35
1,3500,1984,30.65,14.125,1,82,0.35,1.2,8.125,4
2,26345,1984,29.85,14.275,1.5,71.25,0.625,0.925,8.275,20
4,41720,1984,31.425,14.4,2.75,75.25,0.975,1.125,7.55,10
5,47475,1984,30.9,15.95,2.25,67.5,0.325,1.425,8.55,9
6,23770,1984,28.8,12.425,2.25,65.25,0.75,0.875,6.724,37
7,1825,1984,30.575,14.725,9.75,72.75,0.525,0.725,7.61379310344828,9
8,5840,1984,31.25,14.175,12.5,69.5,0.7,1.35,7.025,7
9,7775,1984,30.7,14.05,5.25,79.25,1.325,1.525,8.55,4
10,9070,1984,29.175,14.35,11.5,69.5,0.85,1.6,7.225,19
11,2675,1984,30.75,15.275,0,76.25,0.525,0.9,7.63793103448276,6
12,8720,1984,29.7,13.025,0.5,67,0.4,0.925,7.46034482758621,14
13,405,1984,31.125,16.6,9,78.75,0.9,1.15,6.86810344827586,3
14,27270,1984,29.75,12.95,2.75,72,1.4,0.95,8.425,20
15,260,1984,31.375,16.35,0.5,70.75,0.275,1.675,7.64722222222223,63
16,20040,1984,28.475,12.45,9.5,80.25,0.875,0.925,7.725,34
17,11395,1984,30.15,14.275,24.5,72,0.925,1.675,8.45,35
1,3130,1985,30.875,14.3,3.5,84,0.275,1.3,8.1,4
2,26485,1985,30.125,14.225,2.75,70.5,0.575,1.025,8.35,20
4,37660,1985,30.775,14.675,1.25,75,0.4,1.075,7.55,10
5,45740,1985,31.55,16.1,8,68,0.325,1.4,8.15,9
6,25900,1985,29,12.875,1.75,65.75,0.8,1.15,6.724,37
7,1955,1985,30.175,14.775,0.75,74,0.6,0.775,8.05,9
8,5650,1985,31.25,13.9,2.25,70.75,0.65,1.55,7.05,7
9,8055,1985,31,14.175,5,76.75,0.8,1.575,8.15,4
10,8770,1985,29.625,14.525,2.25,66.75,0.725,1.75,7.6,19
11,2675,1985,30.575,15.625,4.25,78,0.45,1.325,7.925,6
12,7810,1985,30.325,12.975,3.25,69.25,0.65,1.325,8.025,14
13,425,1985,30.75,16.55,25,74.75,0.95,1.35,6.45,3
14,25980,1985,30.2,13.175,7.5,73.75,1.375,1.125,8.275,20
15,305,1985,30.475,16.925,24.75,72.25,0.325,2,7.64722222222223,63
16,21070,1985,28.575,12.625,5.25,79.25,0.6,0.875,7.95,34
17,10745,1985,29.9,14.5,7,71,0.9,1.525,8.625,35
1,2995,1986,31.375,15.1,70.5,85,0.2,1.525,8.025,4
2,26195,1986,31.325,15.2,8.75,74.75,0.525,1.425,8.025,20
4,37650,1986,30.825,15.65,34.25,77.25,0.7,1.05,7.55,10
5,45500,1986,31.475,16.125,44.75,72.75,0.45,1.65,8.3,9
6,26060,1986,29.725,13.85,19,68.25,0.85,1.475,6.724,37
7,1975,1986,30.625,15.725,39.75,76.5,0.925,1.325,8.25,9
8,5770,1986,31.125,15.3,41.5,75.25,0.85,1.6,6.875,7
9,7195,1986,31.65,15.375,39.5,77.25,1.1,1.575,8.1,4
10,8085,1986,30.4,15.5,25,74,0.95,1.75,7.7,19
11,2665,1986,30.625,16.525,46.25,78.75,0.55,1.3,7.8,6
12,7815,1986,30.625,13.225,7.75,76.5,0.75,1.425,7.925,14
13,415,1986,31.1,16.65,14.25,76.5,0.85,1.325,6.675,3
14,25885,1986,30.5,14.15,8.75,76.25,1.475,1.45,7.875,20
15,330,1986,30.375,16,45.25,77.5,0.6,1.775,6.49074074074074,63
16,20610,1986,29.2,13.6,19.75,83.25,0.85,1.3,7.9,34
17,9230,1986,30.575,14,34.75,72.75,1.275,1.65,8.475,35
1,3250,1987,30.125,15.35,14.75,81.75,0.2,1.525,7.9,4
2,26820,1987,30.525,14.95,12.75,75,0.625,1.15,7.8,20
4,45355,1987,31.05,15.7,22,78.25,0.475,1.425,8.025,10
5,60970,1987,31.05,16.3,21,71.75,0.375,1.65,8.075,9
6,27030,1987,28.85,14.1,4.5,68.5,0.7,1.25,6.724,37
7,1980,1987,30.15,15.825,17.75,77.75,1.05,1.525,8.125,9
8,6170,1987,30.85,14.925,10.5,75,0.8,1.75,6.425,7
9,7225,1987,30.725,15.75,26.25,78.25,0.675,1.925,7.825,4
10,8155,1987,29.675,15.35,15.75,78.75,0.625,1.525,7.5,19
11,2710,1987,29.975,16.775,24.75,79.75,0.45,1.375,8.25,6
12,8050,1987,28.45,13.3,10.25,76.25,0.95,1.35,7.6,14
13,430,1987,30.3,16.725,32.25,79.25,1.25,1.775,6.075,3
14,25930,1987,29.975,14.1,10,76.25,1.175,1.425,7.65,20
15,355,1987,30.175,16.55,33,75.5,0.55,1.95,6.95,63
16,28400,1987,28.725,14.175,9.75,83.75,0.875,1.3,7.625,34
17,10345,1987,30.575,15.3,21,73.25,1.425,1.575,7.9,35
18,12460,1987,29.45,15.15,27.5,74.5,1.325,1.65,7.55,10
1,5088,1988,29.9,15.075,31.75,81,0.425,1.1,8.2,4
2,30195,1988,30.875,13.8,27.25,75,0.95,1.1,8.3,20
4,45400,1988,29.775,15.55,19.25,77.5,0.7,1.15,8.025,10
5,37182,1988,30.7,15.6,47,71,0.725,1.125,8.1,9
6,27047,1988,29.3,12.7,10.75,67.5,1.075,0.925,6.823,37
7,2020,1988,29.625,15.35,40.75,76.25,1.175,0.9,8.575,9
8,5712,1988,30.575,13.95,25.5,74,0.925,1.5,7.8,7
9,3730,1988,30.525,14.775,37,76,0.95,1.075,8.35,4
10,7883,1988,29.45,14.575,39,77,0.725,1.1,7.7,19
11,2085,1988,30.9,16.45,18.5,79.25,0.5,1.2,8.25,6
12,13308,1988,30,12.975,29,73.5,0.85,0.925,8.1,14
13,1232,1988,30.175,16.625,18.75,80,0.975,1.325,7.35,3
14,87338,1988,30.55,12.8,5.5,73.75,1.35,1.025,8.275,20
15,484,1988,29.775,16.5,12.75,75.75,0.7,1.625,7.05,63
16,21728,1988,28.725,13.275,15.25,78,1.275,0.975,7.9,34
17,12118,1988,29.8,15,60.25,74.25,0.925,1.525,7.95,35
18,7915,1988,29.325,14.525,57.25,78,1,0.9,8,10
1,3230,1989,30.525,15,19.75,82.25,0.275,1.35,7.775,4
2,35385,1989,30.975,14,7.75,79.75,0.85,1.4,7.1,20
4,45805,1989,30.075,14.5,5.25,79,0.2,0.825,7.975,10
5,39750,1989,30.5,15.925,12,73.25,0.4,1.3,8.025,9
6,28495,1989,28.95,12.9,2,77.75,0.75,1.2,6.8,37
7,2065,1989,30.1,15.175,11.25,78,0.975,1.175,7.975,9
8,6230,1989,30.925,14,16,76.75,0.55,1.6,7.625,7
9,3755,1989,30.925,14.725,15.75,78.25,0.7,1.225,7.9,4
10,8075,1989,29.575,13.925,22.25,76.75,0.475,1.35,7.05,19
11,2165,1989,29.95,16.75,9,81.75,0.175,1.25,7.8,6
12,12230,1989,30.3,12.825,18.25,77,0.625,1.2,7.575,14
13,1320,1989,30.025,16.575,25.5,79.25,0.65,1.1,7.275,3
14,28545,1989,30.225,12.55,10.5,79.25,1.1,1.175,7.45,20
15,515,1989,29.375,15.7,15.5,75.75,0.475,1.325,7.825,63
16,22870,1989,28.325,13.5,16,81.5,1.175,1.3,6.875,34
17,11895,1989,29.575,14.95,20.25,77.75,1,1.6,7.15,35
18,8260,1989,29.75,14.325,9.25,80.75,0.475,0.975,7.4,10
1,1345,1990,31,15.65,31,82.25,0.275,1.75,7.2,4
2,37210,1990,31.375,14.325,5.5,74.5,0.675,1.325,7.8,20
4,52155,1990,30.675,15.475,39.75,81,0.325,1.75,7.2,10
5,41345,1990,30.6,17.225,36,69.5,0.625,1.9,8.125,9
6,29470,1990,29.825,13.025,7.75,75,0.85,0.975,7.875,37
7,2480,1990,30.925,15.75,34.25,76.5,0.975,1.425,7.6,9
8,6660,1990,31.975,14.1,42.5,77.75,0.65,1.75,6.95,7
9,3670,1990,31.175,15.4,36.25,78.5,0.625,1.525,7.775,4
10,8680,1990,30.675,13.525,6.25,75.5,0.5,1.45,7.125,19
11,1870,1990,30.25,17.475,50,79.75,0.3,1.55,7.275,6
12,12595,1990,32.7,13.6,11.25,73.75,0.575,1.475,7.7,14
13,940,1990,30.75,17.225,29,82.25,0.6,1.525,6.15,3
14,28320,1990,31.3,12.8,10.25,75.5,1.225,1.25,7.775,20
15,510,1990,30.65,15.75,50,78.75,0.425,2.175,7.075,63
16,23370,1990,29.45,13.5,9.75,77.75,0.925,1.125,7.725,34
17,12845,1990,30.525,15.9,26.5,74.75,0.975,2.025,7.8,35
18,9505,1990,30.575,14.975,18.5,76.5,0.5,1.25,7.4,10
1,1910,1991,29.35,14.55,43,81.75,0.3,1.65,6.975,4
2,36500,1991,29.575,13.9,31.5,78.25,0.625,1.225,6.925,20
4,47640,1991,28.825,13.95,56.75,82.25,0.475,1.375,5.275,10
5,53760,1991,28.725,15.9,42,69.75,0.65,1.7,8.125,9
6,30540,1991,28.275,12.075,14,78.75,0.775,1.025,6.925,37
7,2040,1991,29,14.025,42.5,79.5,0.975,1.275,7.3,9
8,6275,1991,29.75,13.675,45,79.25,0.45,1.75,6.45,7
9,5140,1991,29.65,14.3,66,79.5,0.7,1.45,6.975,4
10,8870,1991,29.1,14.05,29.75,77,0.55,1.4,6.15,19
11,1980,1991,28.375,16.275,40.25,82,0.35,1.3,6.925,6
12,11640,1991,28.675,12.775,30,78,0.35,1.25,7.075,14
13,765,1991,28.825,16,48.75,78.75,0.55,1.5,5.925,3
14,28015,1991,29.25,12.3,31.25,79.5,1.025,1.1,6.975,20
15,580,1991,29.075,15.125,49,79,0.625,2.025,6.6,63
16,23625,1991,28.175,12.7,20.25,81.75,0.975,1.225,6.875,34
17,12810,1991,28.625,13.8,34,77.25,1.025,2,7.125,35
18,9500,1991,28.3,13.85,35,79.75,0.625,1.3,6.8,10
1,1950,1992,30.15,14.725,11,82.75,0.325,1.425,7.2,4
2,37785,1992,30.625,14.275,17.75,77.25,0.925,1.15,7.2,20
4,45360,1992,30.625,14.05,46.5,79.75,0.475,1.45,7.275,10
5,60140,1992,30.475,14.925,15,72.25,0.575,1.525,7.1,9
6,31740,1992,29.075,12.25,13,78.75,0.625,1.275,6.575,37
7,1860,1992,30.75,14,14.25,76.5,0.95,1.175,7.425,9
8,6370,1992,31.725,13.725,9,76.25,0.525,1.175,6.85,7
9,5355,1992,30.975,14.925,30.5,77.5,1.075,1.125,7.6,4
10,9410,1992,30.6,14.35,21,76.25,0.625,1.6,6.725,19
11,2025,1992,29.525,16.325,22,80.75,0.325,1.45,7.15,6
12,11090,1992,30.875,12.3,3.25,75.5,0.775,1.2,7.275,14
13,790,1992,29.95,16.5,13.75,80.25,0.675,1.4,6.475,3
14,28155,1992,31.575,12.35,2.5,75.25,1,1.15,7.4,20
15,540,1992,30.35,14.6,44.5,77.5,0.55,1.7,7.15,63
16,23810,1992,28.85,13.125,13.75,81.75,0.925,1.5,6.7,34
17,13080,1992,29.575,14.9,46,76,1.175,2.275,7.175,35
18,9515,1992,30.675,14.075,5.5,79,0.875,1.175,7.2,10
1,2230,1993,30.325,14.875,7.25,77.5,0.275,1.1,7.75,4
